1783499626.083799 server started (988184): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1783499626.083836 on Linux 6.18.35.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Wed Jun 17 23:14:00 UTC 2026
1783499626.083849 using libevent 2.1.12-stable poll
1783499626.083852 using ncurses 6.4 20240113
1783499626.134074 cmd_find_current_client: no target, return (nil)
1783499626.134076 cmd_find_best_session: 0 sessions to try
1783499626.134078 cmd_find_current_client: no target, return (nil)
1783499626.134080 cmd_find_best_session: 0 sessions to try
1783499626.134081 cmd_find_best_session: 0 sessions to try
1783499626.134085 key_bindings_add: 0x6f o = select-pane -t :.+
1783499626.134087 cmd_find_best_session: 0 sessions to try
1783499626.134090 cmdq_next <global>: [bind-key/0x58e4724c92c0] (0), flags 0
1783499626.134091 cmd_find_best_session: 0 sessions to try
1783499626.134093 cmd_find_current_client: no target, return (nil)
1783499626.134095 cmd_find_best_session: 0 sessions to try
1783499626.134097 cmd_find_current_client: no target, return (nil)
1783499626.134098 cmd_find_best_session: 0 sessions to try
1783499626.134100 cmd_find_best_session: 0 sessions to try
1783499626.134108 key_bindings_add: 0x43 C = customize-mode -Z
1783499626.134113 cmd_find_best_session: 0 sessions to try
1783499626.134116 cmdq_next <global>: [bind-key/0x58e4724c9740] (0), flags 0
1783499626.134118 cmd_find_best_session: 0 sessions to try
1783499626.134120 cmd_find_current_client: no target, return (nil)
1783499626.134121 cmd_find_best_session: 0 sessions to try
1783499626.134123 cmd_find_current_client: no target, return (nil)
1783499626.134125 cmd_find_best_session: 0 sessions to try
1783499626.134126 cmd_find_best_session: 0 sessions to try
1783499626.134131 key_bindings_add: 0x70 p = previous-window
1783499626.134132 cmd_find_best_session: 0 sessions to try
1783499626.134135 cmdq_next <global>: [bind-key/0x58e4724c9c20] (0), flags 0
1783499626.134137 cmd_find_best_session: 0 sessions to try
1783499626.134138 cmd_find_current_client: no target, return (nil)
1783499626.134143 cmd_find_best_session: 0 sessions to try
1783499626.134145 cmd_find_current_client: no target, return (nil)
1783499626.134146 cmd_find_best_session: 0 sessions to try
1783499626.134148 cmd_find_best_session: 0 sessions to try
1783499626.134151 key_bindings_add: 0x71 q = display-panes
1783499626.134153 cmd_find_best_session: 0 sessions to try
1783499626.134156 cmdq_next <global>: [bind-key/0x58e4724ca230] (0), flags 0
1783499626.134158 cmd_find_best_session: 0 sessions to try
1783499626.134159 cmd_find_current_client: no target, return (nil)
1783499626.134161 cmd_find_best_session: 0 sessions to try
1783499626.134163 cmd_find_current_client: no target, return (nil)
1783499626.134164 cmd_find_best_session: 0 sessions to try
1783499626.134166 cmd_find_best_session: 0 sessions to try
1783499626.134169 key_bindings_add: 0x72 r = refresh-client
1783499626.134171 cmd_find_best_session: 0 sessions to try
1783499626.134174 cmdq_next <global>: [bind-key/0x58e4724ca8d0] (0), flags 0
1783499626.134176 cmd_find_best_session: 0 sessions to try
1783499626.134177 cmd_find_current_client: no target, return (nil)
1783499626.134179 cmd_find_best_session: 0 sessions to try
1783499626.134181 cmd_find_current_client: no target, return (nil)
1783499626.134183 cmd_find_best_session: 0 sessions to try
1783499626.134184 cmd_find_best_session: 0 sessions to try
1783499626.134188 key_bindings_add: 0x73 s = choose-tree -Zs
1783499626.134189 cmd_find_best_session: 0 sessions to try
1783499626.134192 cmdq_next <global>: [bind-key/0x58e4724caec0] (0), flags 0
1783499626.134194 cmd_find_best_session: 0 sessions to try
1783499626.134196 cmd_find_current_client: no target, return (nil)
1783499626.134198 cmd_find_best_session: 0 sessions to try
1783499626.134199 cmd_find_current_client: no target, return (nil)
1783499626.134201 cmd_find_best_session: 0 sessions to try
1783499626.134278 cmd_find_best_session: 0 sessions to try
1783499626.134288 key_bindings_add: 0x74 t = clock-mode
1783499626.134292 cmd_find_best_session: 0 sessions to try
1783499626.134296 cmdq_next <global>: [bind-key/0x58e4724cb460] (0), flags 0
1783499626.134299 cmd_find_best_session: 0 sessions to try
1783499626.134301 cmd_find_current_client: no target, return (nil)
1783499626.134303 cmd_find_best_session: 0 sessions to try
1783499626.134305 cmd_find_current_client: no target, return (nil)
1783499626.134307 cmd_find_best_session: 0 sessions to try
1783499626.134309 cmd_find_best_session: 0 sessions to try
1783499626.134314 key_bindings_add: 0x77 w = choose-tree -Zw
1783499626.134316 cmd_find_best_session: 0 sessions to try
1783499626.134319 cmdq_next <global>: [bind-key/0x58e4724cbf70] (0), flags 0
1783499626.134321 cmd_find_best_session: 0 sessions to try
1783499626.134323 cmd_find_current_client: no target, return (nil)
1783499626.134325 cmd_find_best_session: 0 sessions to try
1783499626.134327 cmd_find_current_client: no target, return (nil)
1783499626.134329 cmd_find_best_session: 0 sessions to try
1783499626.134331 cmd_find_best_session: 0 sessions to try
1783499626.134337 key_bindings_add: 0x78 x = confirm-before -p "kill-pane #P? (y/n)" kill-pane
1783499626.134339 cmd_find_best_session: 0 sessions to try
1783499626.134342 cmdq_next <global>: [bind-key/0x58e4724cc3d0] (0), flags 0
1783499626.134344 cmd_find_best_session: 0 sessions to try
1783499626.134346 cmd_find_current_client: no target, return (nil)
1783499626.134348 cmd_find_best_session: 0 sessions to try
1783499626.134350 cmd_find_current_client: no target, return (nil)
1783499626.134352 cmd_find_best_session: 0 sessions to try
1783499626.134354 cmd_find_best_session: 0 sessions to try
1783499626.134357 key_bindings_add: 0x7a z = resize-pane -Z
1783499626.134359 cmd_find_best_session: 0 sessions to try
1783499626.134362 cmdq_next <global>: [bind-key/0x58e4724cc950] (0), flags 0
1783499626.134364 cmd_find_best_session: 0 sessions to try
1783499626.134366 cmd_find_current_client: no target, return (nil)
1783499626.134368 cmd_find_best_session: 0 sessions to try
1783499626.134370 cmd_find_current_client: no target, return (nil)
1783499626.134378 cmd_find_best_session: 0 sessions to try
1783499626.134380 cmd_find_best_session: 0 sessions to try
1783499626.134383 key_bindings_add: 0x7b { = swap-pane -U
1783499626.134385 cmd_find_best_session: 0 sessions to try
1783499626.134389 cmdq_next <global>: [bind-key/0x58e4724cd060] (0), flags 0
1783499626.134391 cmd_find_best_session: 0 sessions to try
1783499626.134393 cmd_find_current_client: no target, return (nil)
1783499626.134394 cmd_find_best_session: 0 sessions to try
1783499626.134396 cmd_find_current_client: no target, return (nil)
1783499626.134398 cmd_find_best_session: 0 sessions to try
1783499626.134400 cmd_find_best_session: 0 sessions to try
1783499626.134403 key_bindings_add: 0x7d } = swap-pane -D
1783499626.134405 cmd_find_best_session: 0 sessions to try
1783499626.134408 cmdq_next <global>: [bind-key/0x58e4724cd4c0] (0), flags 0
1783499626.134410 cmd_find_best_session: 0 sessions to try
1783499626.134412 cmd_find_current_client: no target, return (nil)
1783499626.134413 cmd_find_best_session: 0 sessions to try
1783499626.134415 cmd_find_current_client: no target, return (nil)
1783499626.134417 cmd_find_best_session: 0 sessions to try
1783499626.134419 cmd_find_best_session: 0 sessions to try
1783499626.134422 key_bindings_add: 0x7e ~ = show-messages
1783499626.134424 cmd_find_best_session: 0 sessions to try
1783499626.134427 cmdq_next <global>: [bind-key/0x58e4724cdc50] (0), flags 0
1783499626.134429 cmd_find_best_session: 0 sessions to try
1783499626.134431 cmd_find_current_client: no target, return (nil)
1783499626.134433 cmd_find_best_session: 0 sessions to try
1783499626.134434 cmd_find_current_client: no target, return (nil)
1783499626.134436 cmd_find_best_session: 0 sessions to try
1783499626.134438 cmd_find_best_session: 0 sessions to try
1783499626.134442 key_bindings_add: 0x10e1a6 PPage = copy-mode -u
1783499626.134444 cmd_find_best_session: 0 sessions to try
1783499626.134446 cmdq_next <global>: [bind-key/0x58e4724ce280] (0), flags 0
1783499626.134448 cmd_find_best_session: 0 sessions to try
1783499626.134450 cmd_find_current_client: no target, return (nil)
1783499626.134452 cmd_find_best_session: 0 sessions to try
1783499626.134454 cmd_find_current_client: no target, return (nil)
1783499626.134456 cmd_find_best_session: 0 sessions to try
1783499626.134458 cmd_find_best_session: 0 sessions to try
1783499626.134462 key_bindings_add: 0x10e1a8 Up = select-pane -U
1783499626.134464 cmd_find_best_session: 0 sessions to try
1783499626.134467 cmdq_next <global>: [bind-key/0x58e4724ceaa0] (0), flags 0
1783499626.134469 cmd_find_best_session: 0 sessions to try
1783499626.134471 cmd_find_current_client: no target, return (nil)
1783499626.134473 cmd_find_best_session: 0 sessions to try
1783499626.134475 cmd_find_current_client: no target, return (nil)
1783499626.134477 cmd_find_best_session: 0 sessions to try
1783499626.134478 cmd_find_best_session: 0 sessions to try
1783499626.134482 key_bindings_add: 0x10e1a9 Down = select-pane -D
1783499626.134484 cmd_find_best_session: 0 sessions to try
1783499626.134487 cmdq_next <global>: [bind-key/0x58e4724cf3f0] (0), flags 0
1783499626.134489 cmd_find_best_session: 0 sessions to try
1783499626.134491 cmd_find_current_client: no target, return (nil)
1783499626.134493 cmd_find_best_session: 0 sessions to try
1783499626.134495 cmd_find_current_client: no target, return (nil)
1783499626.134497 cmd_find_best_session: 0 sessions to try
1783499626.134499 cmd_find_best_session: 0 sessions to try
1783499626.134502 key_bindings_add: 0x10e1aa Left = select-pane -L
1783499626.134504 cmd_find_best_session: 0 sessions to try
1783499626.134507 cmdq_next <global>: [bind-key/0x58e4724cf8c0] (0), flags 0
1783499626.134508 cmd_find_best_session: 0 sessions to try
1783499626.134510 cmd_find_current_client: no target, return (nil)
1783499626.134512 cmd_find_best_session: 0 sessions to try
1783499626.134514 cmd_find_current_client: no target, return (nil)
1783499626.134516 cmd_find_best_session: 0 sessions to try
1783499626.134518 cmd_find_best_session: 0 sessions to try
1783499626.134524 key_bindings_add: 0x10e1ab Right = select-pane -R
1783499626.134527 cmd_find_best_session: 0 sessions to try
1783499626.134530 cmdq_next <global>: [bind-key/0x58e4724cfef0] (0), flags 0
1783499626.134532 cmd_find_best_session: 0 sessions to try
1783499626.134533 cmd_find_current_client: no target, return (nil)
1783499626.134535 cmd_find_best_session: 0 sessions to try
1783499626.134537 cmd_find_current_client: no target, return (nil)
1783499626.134539 cmd_find_best_session: 0 sessions to try
1783499626.134541 cmd_find_best_session: 0 sessions to try
1783499626.134546 key_bindings_add: 0x100000000031 M-1 = select-layout even-horizontal
1783499626.134548 cmd_find_best_session: 0 sessions to try
1783499626.134551 cmdq_next <global>: [bind-key/0x58e4724d0560] (0), flags 0
1783499626.134553 cmd_find_best_session: 0 sessions to try
1783499626.134555 cmd_find_current_client: no target, return (nil)
1783499626.134556 cmd_find_best_session: 0 sessions to try
1783499626.134558 cmd_find_current_client: no target, return (nil)
1783499626.134560 cmd_find_best_session: 0 sessions to try
1783499626.134562 cmd_find_best_session: 0 sessions to try
1783499626.134566 key_bindings_add: 0x100000000032 M-2 = select-layout even-vertical
1783499626.134568 cmd_find_best_session: 0 sessions to try
1783499626.134571 cmdq_next <global>: [bind-key/0x58e4724d0b00] (0), flags 0
1783499626.134573 cmd_find_best_session: 0 sessions to try
1783499626.134575 cmd_find_current_client: no target, return (nil)
1783499626.134576 cmd_find_best_session: 0 sessions to try
1783499626.134578 cmd_find_current_client: no target, return (nil)
1783499626.134580 cmd_find_best_session: 0 sessions to try
1783499626.134582 cmd_find_best_session: 0 sessions to try
1783499626.134586 key_bindings_add: 0x100000000033 M-3 = select-layout main-horizontal
1783499626.134588 cmd_find_best_session: 0 sessions to try
1783499626.134591 cmdq_next <global>: [bind-key/0x58e4724d0ee0] (0), flags 0
1783499626.134593 cmd_find_best_session: 0 sessions to try
1783499626.134595 cmd_find_current_client: no target, return (nil)
1783499626.134597 cmd_find_best_session: 0 sessions to try
1783499626.134599 cmd_find_current_client: no target, return (nil)
1783499626.134601 cmd_find_best_session: 0 sessions to try
1783499626.134602 cmd_find_best_session: 0 sessions to try
1783499626.134607 key_bindings_add: 0x100000000034 M-4 = select-layout main-vertical
1783499626.134609 cmd_find_best_session: 0 sessions to try
1783499626.134612 cmdq_next <global>: [bind-key/0x58e4724d13f0] (0), flags 0
1783499626.134614 cmd_find_best_session: 0 sessions to try
1783499626.134615 cmd_find_current_client: no target, return (nil)
1783499626.134617 cmd_find_best_session: 0 sessions to try
1783499626.134619 cmd_find_current_client: no target, return (nil)
1783499626.134621 cmd_find_best_session: 0 sessions to try
1783499626.134623 cmd_find_best_session: 0 sessions to try
1783499626.134627 key_bindings_add: 0x100000000035 M-5 = select-layout tiled
1783499626.134629 cmd_find_best_session: 0 sessions to try
1783499626.134632 cmdq_next <global>: [bind-key/0x58e4724d17e0] (0), flags 0
1783499626.134634 cmd_find_best_session: 0 sessions to try
1783499626.134636 cmd_find_current_client: no target, return (nil)
1783499626.134638 cmd_find_best_session: 0 sessions to try
1783499626.134640 cmd_find_current_client: no target, return (nil)
1783499626.134641 cmd_find_best_session: 0 sessions to try
1783499626.134643 cmd_find_best_session: 0 sessions to try
1783499626.134647 key_bindings_add: 0x10000000006e M-n = next-window -a
1783499626.134649 cmd_find_best_session: 0 sessions to try
1783499626.134652 cmdq_next <global>: [bind-key/0x58e4724d1540] (0), flags 0
1783499626.134653 cmd_find_best_session: 0 sessions to try
1783499626.134655 cmd_find_current_client: no target, return (nil)
1783499626.134657 cmd_find_best_session: 0 sessions to try
1783499626.134659 cmd_find_current_client: no target, return (nil)
1783499626.134661 cmd_find_best_session: 0 sessions to try
1783499626.134665 cmd_find_best_session: 0 sessions to try
1783499626.134669 key_bindings_add: 0x10000000006f M-o = rotate-window -D
1783499626.134671 cmd_find_best_session: 0 sessions to try
1783499626.134675 cmdq_next <global>: [bind-key/0x58e4724d2430] (0), flags 0
1783499626.134677 cmd_find_best_session: 0 sessions to try
1783499626.134678 cmd_find_current_client: no target, return (nil)
1783499626.134680 cmd_find_best_session: 0 sessions to try
1783499626.134682 cmd_find_current_client: no target, return (nil)
1783499626.134684 cmd_find_best_session: 0 sessions to try
1783499626.134686 cmd_find_best_session: 0 sessions to try
1783499626.134689 key_bindings_add: 0x100000000070 M-p = previous-window -a
1783499626.134691 cmd_find_best_session: 0 sessions to try
1783499626.134695 cmdq_next <global>: [bind-key/0x58e4724d2e80] (0), flags 0
1783499626.134697 cmd_find_best_session: 0 sessions to try
1783499626.134698 cmd_find_current_client: no target, return (nil)
1783499626.134700 cmd_find_best_session: 0 sessions to try
1783499626.134702 cmd_find_current_client: no target, return (nil)
1783499626.134704 cmd_find_best_session: 0 sessions to try
1783499626.134705 cmd_find_best_session: 0 sessions to try
1783499626.134711 key_bindings_add: 0x40000010e1a8 S-Up = refresh-client -U 10
1783499626.134713 cmd_find_best_session: 0 sessions to try
1783499626.134716 cmdq_next <global>: [bind-key/0x58e4724d35c0] (0), flags 0
1783499626.134718 cmd_find_best_session: 0 sessions to try
1783499626.134720 cmd_find_current_client: no target, return (nil)
1783499626.134721 cmd_find_best_session: 0 sessions to try
1783499626.134723 cmd_find_current_client: no target, return (nil)
1783499626.134725 cmd_find_best_session: 0 sessions to try
1783499626.134727 cmd_find_best_session: 0 sessions to try
1783499626.134731 key_bindings_add: 0x40000010e1a9 S-Down = refresh-client -D 10
1783499626.134733 cmd_find_best_session: 0 sessions to try
1783499626.134736 cmdq_next <global>: [bind-key/0x58e4724d3cc0] (0), flags 0
1783499626.134738 cmd_find_best_session: 0 sessions to try
1783499626.134740 cmd_find_current_client: no target, return (nil)
1783499626.134742 cmd_find_best_session: 0 sessions to try
1783499626.134744 cmd_find_current_client: no target, return (nil)
1783499626.134746 cmd_find_best_session: 0 sessions to try
1783499626.134747 cmd_find_best_session: 0 sessions to try
1783499626.134752 key_bindings_add: 0x40000010e1aa S-Left = refresh-client -L 10
1783499626.134754 cmd_find_best_session: 0 sessions to try
1783499626.134757 cmdq_next <global>: [bind-key/0x58e4724d45b0] (0), flags 0
1783499626.134759 cmd_find_best_session: 0 sessions to try
1783499626.134761 cmd_find_current_client: no target, return (nil)
1783499626.134763 cmd_find_best_session: 0 sessions to try
1783499626.134764 cmd_find_current_client: no target, return (nil)
1783499626.134766 cmd_find_best_session: 0 sessions to try
1783499626.134768 cmd_find_best_session: 0 sessions to try
1783499626.134772 key_bindings_add: 0x40000010e1ab S-Right = refresh-client -R 10
1783499626.134774 cmd_find_best_session: 0 sessions to try
1783499626.134777 cmdq_next <global>: [bind-key/0x58e4724bbef0] (0), flags 0
1783499626.134779 cmd_find_best_session: 0 sessions to try
1783499626.134781 cmd_find_current_client: no target, return (nil)
1783499626.134782 cmd_find_best_session: 0 sessions to try
1783499626.134784 cmd_find_current_client: no target, return (nil)
1783499626.134786 cmd_find_best_session: 0 sessions to try
1783499626.134788 cmd_find_best_session: 0 sessions to try
1783499626.134792 key_bindings_add: 0x10e1a2 DC = refresh-client -c
1783499626.134793 cmd_find_best_session: 0 sessions to try
1783499626.134796 cmdq_next <global>: [bind-key/0x58e4724d5200] (0), flags 0
1783499626.134798 cmd_find_best_session: 0 sessions to try
1783499626.134800 cmd_find_current_client: no target, return (nil)
1783499626.134802 cmd_find_best_session: 0 sessions to try
1783499626.134804 cmd_find_current_client: no target, return (nil)
1783499626.134805 cmd_find_best_session: 0 sessions to try
1783499626.134807 cmd_find_best_session: 0 sessions to try
1783499626.134814 key_bindings_add: 0x10000010e1a8 M-Up = resize-pane -U 5
1783499626.134816 cmd_find_best_session: 0 sessions to try
1783499626.134819 cmdq_next <global>: [bind-key/0x58e4724d5850] (0), flags 0
1783499626.134821 cmd_find_best_session: 0 sessions to try
1783499626.134823 cmd_find_current_client: no target, return (nil)
1783499626.134825 cmd_find_best_session: 0 sessions to try
1783499626.134826 cmd_find_current_client: no target, return (nil)
1783499626.134828 cmd_find_best_session: 0 sessions to try
1783499626.134830 cmd_find_best_session: 0 sessions to try
1783499626.134834 key_bindings_add: 0x10000010e1a9 M-Down = resize-pane -D 5
1783499626.134836 cmd_find_best_session: 0 sessions to try
1783499626.134839 cmdq_next <global>: [bind-key/0x58e4724d5e10] (0), flags 0
1783499626.134841 cmd_find_best_session: 0 sessions to try
1783499626.134843 cmd_find_current_client: no target, return (nil)
1783499626.134844 cmd_find_best_session: 0 sessions to try
1783499626.134846 cmd_find_current_client: no target, return (nil)
1783499626.134848 cmd_find_best_session: 0 sessions to try
1783499626.134850 cmd_find_best_session: 0 sessions to try
1783499626.134854 key_bindings_add: 0x10000010e1aa M-Left = resize-pane -L 5
1783499626.134856 cmd_find_best_session: 0 sessions to try
1783499626.134859 cmdq_next <global>: [bind-key/0x58e4724d6460] (0), flags 0
1783499626.134861 cmd_find_best_session: 0 sessions to try
1783499626.134863 cmd_find_current_client: no target, return (nil)
1783499626.134865 cmd_find_best_session: 0 sessions to try
1783499626.134866 cmd_find_current_client: no target, return (nil)
1783499626.134868 cmd_find_best_session: 0 sessions to try
1783499626.134870 cmd_find_best_session: 0 sessions to try
1783499626.134874 key_bindings_add: 0x10000010e1ab M-Right = resize-pane -R 5
1783499626.134876 cmd_find_best_session: 0 sessions to try
1783499626.134879 cmdq_next <global>: [bind-key/0x58e4724d61d0] (0), flags 0
1783499626.134881 cmd_find_best_session: 0 sessions to try
1783499626.134883 cmd_find_current_client: no target, return (nil)
1783499626.134885 cmd_find_best_session: 0 sessions to try
1783499626.134887 cmd_find_current_client: no target, return (nil)
1783499626.134889 cmd_find_best_session: 0 sessions to try
1783499626.134890 cmd_find_best_session: 0 sessions to try
1783499626.134895 key_bindings_add: 0x20000010e1a8 C-Up = resize-pane -U
1783499626.134897 cmd_find_best_session: 0 sessions to try
1783499626.134899 cmdq_next <global>: [bind-key/0x58e4724d6a10] (0), flags 0
1783499626.134901 cmd_find_best_session: 0 sessions to try
1783499626.134903 cmd_find_current_client: no target, return (nil)
1783499626.134905 cmd_find_best_session: 0 sessions to try
1783499626.134907 cmd_find_current_client: no target, return (nil)
1783499626.134909 cmd_find_best_session: 0 sessions to try
1783499626.134910 cmd_find_best_session: 0 sessions to try
1783499626.134915 key_bindings_add: 0x20000010e1a9 C-Down = resize-pane -D
1783499626.134917 cmd_find_best_session: 0 sessions to try
1783499626.134920 cmdq_next <global>: [bind-key/0x58e4724d6c40] (0), flags 0
1783499626.134921 cmd_find_best_session: 0 sessions to try
1783499626.134923 cmd_find_current_client: no target, return (nil)
1783499626.134925 cmd_find_best_session: 0 sessions to try
1783499626.134927 cmd_find_current_client: no target, return (nil)
1783499626.134929 cmd_find_best_session: 0 sessions to try
1783499626.134930 cmd_find_best_session: 0 sessions to try
1783499626.134934 key_bindings_add: 0x20000010e1aa C-Left = resize-pane -L
1783499626.134937 cmd_find_best_session: 0 sessions to try
1783499626.134939 cmdq_next <global>: [bind-key/0x58e4724d6ef0] (0), flags 0
1783499626.134941 cmd_find_best_session: 0 sessions to try
1783499626.134943 cmd_find_current_client: no target, return (nil)
1783499626.134945 cmd_find_best_session: 0 sessions to try
1783499626.134946 cmd_find_current_client: no target, return (nil)
1783499626.134948 cmd_find_best_session: 0 sessions to try
1783499626.134950 cmd_find_best_session: 0 sessions to try
1783499626.134957 key_bindings_add: 0x20000010e1ab C-Right = resize-pane -R
1783499626.134959 cmd_find_best_session: 0 sessions to try
1783499626.134962 cmdq_next <global>: [bind-key/0x58e4724dcae0] (0), flags 0
1783499626.134964 cmd_find_best_session: 0 sessions to try
1783499626.134966 cmd_find_current_client: no target, return (nil)
1783499626.134968 cmd_find_best_session: 0 sessions to try
1783499626.134970 cmd_find_current_client: no target, return (nil)
1783499626.134971 cmd_find_best_session: 0 sessions to try
1783499626.134973 cmd_find_best_session: 0 sessions to try
1783499626.135058 key_bindings_add: 0x3c < = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1783499626.135062 cmd_find_best_session: 0 sessions to try
1783499626.135065 cmdq_next <global>: [bind-key/0x58e4724d66a0] (0), flags 0
1783499626.135067 cmd_find_best_session: 0 sessions to try
1783499626.135068 cmd_find_current_client: no target, return (nil)
1783499626.135070 cmd_find_best_session: 0 sessions to try
1783499626.135072 cmd_find_current_client: no target, return (nil)
1783499626.135074 cmd_find_best_session: 0 sessions to try
1783499626.135076 cmd_find_best_session: 0 sessions to try
1783499626.135168 key_bindings_add: 0x3e > = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -x P -y P "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1783499626.135172 cmd_find_best_session: 0 sessions to try
1783499626.135174 cmdq_next <global>: [bind-key/0x58e4724d8540] (0), flags 0
1783499626.135176 cmd_find_best_session: 0 sessions to try
1783499626.135178 cmd_find_current_client: no target, return (nil)
1783499626.135180 cmd_find_best_session: 0 sessions to try
1783499626.135182 cmd_find_current_client: no target, return (nil)
1783499626.135184 cmd_find_best_session: 0 sessions to try
1783499626.135186 cmd_find_best_session: 0 sessions to try
1783499626.135191 key_bindings_add: 0x10e00e MouseDown1Pane = select-pane -t = ; send-keys -M
1783499626.135193 cmd_find_best_session: 0 sessions to try
1783499626.135196 cmdq_next <global>: [bind-key/0x58e4724e0610] (0), flags 0
1783499626.135198 cmd_find_best_session: 0 sessions to try
1783499626.135200 cmd_find_current_client: no target, return (nil)
1783499626.135201 cmd_find_best_session: 0 sessions to try
1783499626.135203 cmd_find_current_client: no target, return (nil)
1783499626.135214 cmd_find_best_session: 0 sessions to try
1783499626.135216 cmd_find_best_session: 0 sessions to try
1783499626.135228 key_bindings_add: 0x10e07a MouseDrag1Pane = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -M }
1783499626.135230 cmd_find_best_session: 0 sessions to try
1783499626.135234 cmdq_next <global>: [bind-key/0x58e4724d7fd0] (0), flags 0
1783499626.135236 cmd_find_best_session: 0 sessions to try
1783499626.135238 cmd_find_current_client: no target, return (nil)
1783499626.135239 cmd_find_best_session: 0 sessions to try
1783499626.135241 cmd_find_current_client: no target, return (nil)
1783499626.135243 cmd_find_best_session: 0 sessions to try
1783499626.135245 cmd_find_best_session: 0 sessions to try
1783499626.135305 key_bindings_add: 0x10e0e6 WheelUpPane = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -e }
1783499626.135314 cmd_find_best_session: 0 sessions to try
1783499626.135319 cmdq_next <global>: [bind-key/0x58e4724e7000] (0), flags 0
1783499626.135322 cmd_find_best_session: 0 sessions to try
1783499626.135324 cmd_find_current_client: no target, return (nil)
1783499626.135326 cmd_find_best_session: 0 sessions to try
1783499626.135328 cmd_find_current_client: no target, return (nil)
1783499626.135330 cmd_find_best_session: 0 sessions to try
1783499626.135332 cmd_find_best_session: 0 sessions to try
1783499626.135344 key_bindings_add: 0x10e014 MouseDown2Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { paste-buffer -p }
1783499626.135346 cmd_find_best_session: 0 sessions to try
1783499626.135349 cmdq_next <global>: [bind-key/0x58e4724e9290] (0), flags 0
1783499626.135351 cmd_find_best_session: 0 sessions to try
1783499626.135353 cmd_find_current_client: no target, return (nil)
1783499626.135355 cmd_find_best_session: 0 sessions to try
1783499626.135357 cmd_find_current_client: no target, return (nil)
1783499626.135359 cmd_find_best_session: 0 sessions to try
1783499626.135361 cmd_find_best_session: 0 sessions to try
1783499626.135381 key_bindings_add: 0x10e128 DoubleClick1Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1783499626.135383 cmd_find_best_session: 0 sessions to try
1783499626.135386 cmdq_next <global>: [bind-key/0x58e4724ea530] (0), flags 0
1783499626.135389 cmd_find_best_session: 0 sessions to try
1783499626.135391 cmd_find_current_client: no target, return (nil)
1783499626.135392 cmd_find_best_session: 0 sessions to try
1783499626.135394 cmd_find_current_client: no target, return (nil)
1783499626.135396 cmd_find_best_session: 0 sessions to try
1783499626.135398 cmd_find_best_session: 0 sessions to try
